Date,Open,High,Low,Close,Adj Close,Volume
2018-03-09,42.929127,43.543743,42.508305,43.455151,43.455151,2311300
2018-03-12,43.576965,43.887043,42.862679,43.067554,43.067554,2433600
2018-03-13,43.139534,43.189369,42.464008,42.823921,42.823921,2565800
2018-03-14,42.912514,43.244740,42.535992,43.089703,43.089703,1662800
2018-03-15,43.189369,43.255814,42.674419,42.978958,42.978958,2078900
2018-03-16,43.133999,43.466225,42.956810,43.167221,43.167221,2218300
2018-03-19,42.945736,43.244740,42.441860,43.172756,43.172756,2080300
2018-03-20,42.918053,43.776302,42.918053,43.322258,43.322258,1563500
2018-03-21,43.294575,43.294575,42.026577,42.081947,42.081947,2113000
2018-03-22,41.771870,41.899223,41.168327,41.229237,41.229237,2652700
2018-03-23,41.207088,42.220375,40.415283,40.498341,40.498341,3585800
2018-03-26,41.173866,41.744186,40.730896,41.600220,41.600220,2014600
2018-03-27,41.871540,42.181618,40.542637,40.797340,40.797340,2164300
2018-03-28,40.786266,40.891472,39.700996,39.922482,39.922482,2750400
2018-03-29,39.961239,40.764118,39.734219,40.537098,40.537098,2602600
2018-04-02,40.586933,40.891472,39.230343,40.177189,40.177189,2077800
2018-04-03,40.282391,40.526024,39.629013,40.321152,40.321152,1587700
2018-04-04,39.700996,40.548172,39.457363,40.404209,40.404209,1231300
2018-04-05,40.714287,40.941307,39.950165,40.315613,40.315613,1387700
2018-04-06,40.077518,40.370987,39.158360,39.473976,39.473976,1466500
2018-04-09,39.590256,40.614616,39.523811,39.811737,39.811737,1303200
2018-04-10,40.448505,40.664452,39.900333,40.304539,40.304539,1318200
2018-04-11,40.177189,40.431892,39.723145,39.828350,39.828350,818800
2018-04-12,39.966778,40.465115,39.867111,40.243633,40.243633,1122200
2018-04-13,40.431892,40.631229,39.883720,40.365448,40.365448,1474100
2018-04-16,41.638981,41.915836,40.121815,41.168327,41.168327,4320100
2018-04-17,41.362125,41.949059,41.068661,41.744186,41.744186,4311500
2018-04-18,42.452934,42.580288,41.722038,41.965672,41.965672,3190800
2018-04-19,41.677742,41.893688,40.714287,40.919159,40.919159,1979600
2018-04-20,40.642303,41.013290,39.800663,40.238094,40.238094,3461600
2018-04-23,40.343300,40.581394,40.049835,40.470654,40.470654,2004700
2018-04-24,40.636765,40.974529,39.889259,40.105206,40.105206,2189200
2018-04-25,39.889259,40.260242,39.263565,39.745293,39.745293,1206400
2018-04-26,39.905869,40.559246,39.772980,40.404209,40.404209,1086700
2018-04-27,40.586933,40.891472,40.171650,40.210411,40.210411,1272700
2018-04-30,40.232559,40.448505,39.318935,39.739758,39.739758,1943600
2018-05-01,39.568108,39.911407,39.130676,39.540421,39.540421,1857100
2018-05-02,39.468437,39.590256,38.970100,39.147285,39.147285,2085000
2018-05-03,39.191582,39.490585,38.277962,39.424141,39.424141,2534700
2018-05-04,39.241417,40.725361,39.080841,40.393135,40.393135,1518700
2018-05-07,40.420818,41.029900,40.038761,40.138428,40.138428,1043000
2018-05-08,40.155037,40.155037,39.335548,39.872646,39.872646,2706700
2018-05-09,40.022148,40.780731,39.905869,40.265781,40.265781,2751300
2018-05-10,40.370987,41.755260,40.343300,41.356590,41.356590,2372900
2018-05-11,41.334442,41.351051,40.891472,41.151718,41.151718,1729200
2018-05-14,41.356590,41.555923,40.426357,40.786266,40.786266,1538200
2018-05-15,40.370987,41.118492,40.160576,40.930233,40.930233,1579700
2018-05-16,40.974529,41.423035,40.470654,41.096344,41.096344,1500600
2018-05-17,40.775192,41.788483,40.775192,41.151718,41.151718,1647300
2018-05-18,42.153931,44.651161,42.037651,43.637875,43.637875,11856900
2018-05-21,43.809525,44.800663,43.466225,44.557034,44.557034,6976600
2018-05-22,44.429680,44.817276,43.565891,44.723145,44.723145,3281100
2018-05-23,44.540421,45.404209,44.191582,45.343300,45.343300,4074300
2018-05-24,45.382061,45.897011,45.005539,45.775192,45.775192,1388900
2018-05-25,45.741970,45.919159,45.348839,45.415283,45.415283,987700
2018-05-29,45.293465,45.293465,44.529346,44.601330,44.601330,1373000
2018-05-30,44.955704,45.182724,44.252491,44.872646,44.872646,1935500
2018-05-31,44.889259,45.011074,44.302326,44.662235,44.662235,3840100
2018-06-01,45.686600,47.552601,45.686600,46.982281,46.982281,3785500
2018-06-04,47.392025,47.884827,45.924694,47.081947,47.081947,2126700
2018-06-05,47.198227,48.045403,46.794022,47.978958,47.978958,2047500
2018-06-06,48.023254,48.438538,47.890366,48.366554,48.366554,2125200
2018-06-07,48.383167,48.770763,48.006645,48.759689,48.759689,1446100
2018-06-08,48.726467,49.102989,48.128460,48.909191,48.909191,1364100
2018-06-11,48.892582,48.892582,48.233665,48.527130,48.527130,728300
2018-06-12,48.527130,48.709858,47.751938,48.012180,48.012180,938600
2018-06-13,48.172756,48.975636,47.751938,48.676632,48.676632,1859400
2018-06-14,48.809525,49.457363,48.255814,48.676632,48.676632,1238900
2018-06-15,48.527130,49.197121,48.255814,48.942413,48.942413,1503100
2018-06-18,48.444077,49.617939,48.172756,49.595791,49.595791,1331400
2018-06-19,48.959026,49.335548,48.383167,49.280178,49.280178,855900
2018-06-20,49.335548,50.310078,49.335548,49.390919,49.390919,1219600
2018-06-21,49.468437,49.640087,48.792912,49.330009,49.330009,1698300
2018-06-22,49.147285,49.900333,48.073090,49.158360,49.158360,3229500
2018-06-25,49.019932,49.152824,47.126247,47.596901,47.596901,881200
2018-06-26,47.691029,48.084164,47.380951,47.873753,47.873753,1061500
2018-06-27,48.050941,48.133999,46.472870,46.511627,46.511627,816700
2018-06-28,46.483944,47.358803,46.240311,47.214840,47.214840,1092000
2018-06-29,47.336655,47.967884,46.832779,46.832779,46.832779,814700
2018-07-02,52.430786,52.452934,49.867111,51.052048,51.052048,16169100
2018-07-03,51.561462,52.702103,51.450718,52.508305,52.508305,4695300
2018-07-05,52.602436,52.602436,51.760796,51.965672,51.965672,3586700
2018-07-06,51.949059,52.043190,51.362125,51.683277,51.683277,1354600
2018-07-09,52.275749,52.286823,51.384274,51.843853,51.843853,2512100
2018-07-10,52.375416,53.239204,51.782948,52.253597,52.253597,2872100
2018-07-11,51.771870,52.297897,51.766335,52.098560,52.098560,1414700
2018-07-12,52.236988,52.807308,52.148396,52.668880,52.668880,1032800
2018-07-13,52.668880,52.785160,52.131783,52.547066,52.547066,1017000
2018-07-16,52.729790,52.967884,52.414173,52.480621,52.480621,1233200
2018-07-17,52.104099,52.685493,52.087486,52.524918,52.524918,1403300
2018-07-18,52.524918,52.674419,52.347729,52.641197,52.641197,1446000
2018-07-19,52.519379,52.602436,52.104099,52.458473,52.458473,1129500
2018-07-20,52.480621,52.541527,52.209301,52.225914,52.225914,1297200
2018-07-23,52.120708,52.170544,51.605759,51.838318,51.838318,1722600
2018-07-24,51.987820,52.142857,51.284607,51.550388,51.550388,1109100
2018-07-25,51.600220,51.937984,51.411961,51.937984,51.937984,522200
2018-07-26,51.461796,52.392025,51.445183,52.270210,52.270210,1577000
2018-07-27,52.065338,52.231449,51.744186,51.866001,51.866001,1281200
2018-07-30,51.705425,51.810631,50.980068,51.334442,51.334442,1741900
2018-07-31,51.339977,51.677742,51.090809,51.229237,51.229237,1524900
2018-08-01,51.229237,51.710964,51.173866,51.339977,51.339977,1618700
2018-08-02,51.218163,51.644520,51.218163,51.517166,51.517166,904800
2018-08-03,51.583611,51.705425,51.157253,51.544849,51.544849,1114200
2018-08-06,51.417496,51.910297,51.417496,51.738647,51.738647,925900
2018-08-07,52.065338,52.364342,51.633446,51.882614,51.882614,1006700
2018-08-08,51.971207,52.231449,51.733112,52.131783,52.131783,797800
2018-08-09,52.314507,52.696568,52.109634,52.452934,52.452934,594700
2018-08-10,51.954597,52.657806,51.877075,52.342194,52.342194,691200
2018-08-13,52.314507,52.641197,51.893688,52.048725,52.048725,765300
2018-08-14,52.104099,52.585827,51.949059,52.524918,52.524918,747600
2018-08-15,52.292358,52.635658,52.048725,52.425251,52.425251,1393100
2018-08-16,52.951275,53.172756,52.524918,52.923588,52.923588,1497500
2018-08-17,52.751938,53.089703,52.541527,52.607975,52.607975,835800
2018-08-20,52.630123,52.834995,52.502769,52.619049,52.619049,1129000
2018-08-21,52.740864,52.951275,52.558140,52.657806,52.657806,1382700
2018-08-22,52.713177,53.117386,52.657806,53.006645,53.006645,2535200
2018-08-23,53.062016,53.183830,52.707642,52.774086,52.774086,2217400
2018-08-24,52.674419,53.084164,52.369877,52.790699,52.790699,2072400
2018-08-27,53.156147,53.200443,52.713177,52.829456,52.829456,1244700
2018-08-28,52.918053,52.956810,52.286823,52.746403,52.746403,1374900
2018-08-29,52.857143,53.416389,52.785160,53.194904,53.194904,1406800
2018-08-30,52.978958,53.676632,52.929127,53.504982,53.504982,930100
2018-08-31,53.399780,53.765228,53.056477,53.250278,53.250278,922800
2018-09-04,53.194904,53.433002,52.663345,53.239204,53.239204,1458100
2018-09-05,53.056477,53.482834,52.646732,52.984497,52.984497,1110700
2018-09-06,52.984497,53.588039,52.857143,53.089703,53.089703,1215800
2018-09-07,52.879292,53.405315,52.718716,53.300110,53.300110,1119100
2018-09-10,53.488373,53.709858,53.228130,53.626801,53.626801,1529700
2018-09-11,53.438538,53.754154,53.311184,53.543743,53.543743,1022600
2018-09-12,53.433002,54.025471,53.205978,53.837208,53.837208,1441900
2018-09-13,53.687706,54.086380,53.516056,53.903656,53.903656,3169400
2018-09-14,53.959026,54.828350,53.931339,54.623478,54.623478,1396300
2018-09-17,54.562569,54.695461,53.798450,53.887043,53.887043,1266400
2018-09-18,53.776302,54.413067,53.361019,53.366554,53.366554,1803900
2018-09-19,53.421928,53.421928,52.502769,52.857143,52.857143,1604700
2018-09-20,53.067554,53.255814,52.713177,53.133999,53.133999,1263000
2018-09-21,53.433002,53.433002,52.923588,53.266888,53.266888,2558700
2018-09-24,53.100777,53.311184,52.170544,53.266888,53.266888,3093700
2018-09-25,53.538204,53.709858,53.294575,53.682171,53.682171,1698700
2018-09-26,53.776302,53.864895,53.261353,53.493908,53.493908,1353300
2018-09-27,53.433002,53.870430,53.361019,53.848282,53.848282,1249400
2018-09-28,53.732006,53.914730,53.460686,53.776302,53.776302,1322600
2018-10-01,53.809525,54.174973,53.466225,53.549282,53.549282,713000
2018-10-02,53.560356,53.859356,53.333332,53.576965,53.576965,1854000
2018-10-03,53.770763,53.986710,53.156147,53.493908,53.493908,1435200
2018-10-04,53.826134,53.826134,53.111851,53.538204,53.538204,1979300
2018-10-05,53.809525,54.202660,52.962349,53.687706,53.687706,2616700
2018-10-08,53.333332,53.765228,52.535992,52.906979,52.906979,2065100
2018-10-09,52.757477,53.205978,51.633446,52.369877,52.369877,4053100
2018-10-10,52.447399,52.447399,51.007751,51.201550,51.201550,2679900
2018-10-11,51.201550,51.600220,50.321152,50.797340,50.797340,2009300
2018-10-12,51.661129,52.386490,51.262459,52.325581,52.325581,1696200
2018-10-15,53.156147,53.676632,52.347729,52.602436,52.602436,2628800
2018-10-16,52.829456,53.300110,52.486156,52.967884,52.967884,1531400
2018-10-17,53.117386,53.156147,52.187153,52.657806,52.657806,1277100
2018-10-18,52.591362,52.751938,52.070873,52.320045,52.320045,1730100
2018-10-19,52.425251,52.740864,51.683277,51.926910,51.926910,1934000
2018-10-22,52.176079,52.823921,51.832779,52.441860,52.441860,1467600
2018-10-23,51.777409,51.971207,50.836102,51.423035,51.423035,1371100
2018-10-24,51.262459,51.411961,49.750832,49.750832,49.750832,2367800
2018-10-25,50.243633,50.736435,49.750832,50.304539,50.304539,1212500
2018-10-26,49.307861,49.916943,48.726467,48.986710,48.986710,1632400
2018-10-29,49.778515,50.382061,47.480621,48.039867,48.039867,1221300
2018-10-30,48.172756,49.180508,48.045403,49.102989,49.102989,1053300
2018-10-31,49.728683,50.498341,49.728683,50.049835,50.049835,1274000
2018-11-01,50.326691,51.184940,50.110741,50.476189,50.476189,1940800
2018-11-02,50.747509,50.858250,49.562569,50.487267,50.487267,775000
2018-11-05,50.753044,50.863789,49.595791,50.780731,50.780731,1075200
2018-11-06,50.725361,51.345516,50.448505,50.996677,50.996677,493100
2018-11-07,52.602436,54.595791,52.292358,54.186047,54.186047,2587900
2018-11-08,54.208195,55.038761,53.909191,54.772980,54.772980,987000
2018-11-09,54.446289,54.739758,53.588039,54.291252,54.291252,1347000
2018-11-12,54.280178,54.822811,53.233665,54.540421,54.540421,1385500
2018-11-13,54.695461,57.364342,54.346622,56.240311,56.240311,4351700
2018-11-14,57.142857,58.720932,55.952381,58.521595,58.521595,6080200
2018-11-15,59.042084,59.368771,57.862679,58.172756,58.172756,14122900
2018-11-16,58.289036,58.383167,57.807308,57.846069,57.846069,4484300
2018-11-19,57.840530,58.078629,56.866001,57.198227,57.198227,4603400
2018-11-20,56.550388,57.159470,56.284607,56.832779,56.832779,3082500
2018-11-21,57.098560,57.270210,56.373199,57.026577,57.026577,1685500
2018-11-23,56.644520,57.912514,56.638981,57.541527,57.541527,1753100
2018-11-26,58.100777,58.521595,58.089703,58.488373,58.488373,3898000
2018-11-27,58.305649,58.399780,57.840530,57.951275,57.951275,1785500
2018-11-28,58.338871,59.169434,57.967884,59.025471,59.025471,3877000
2018-11-29,58.477299,59.158360,58.139534,58.693245,58.693245,3254600
2018-11-30,59.246956,59.291252,57.901440,58.405315,58.405315,6162100
2018-12-03,58.881508,59.080841,57.990032,58.433002,58.433002,3557400
2018-12-04,58.139534,58.344406,57.259136,57.840530,57.840530,3530400
2018-12-06,57.502769,58.521595,57.281284,58.477299,58.477299,4800000
2018-12-07,58.333332,58.593578,57.308971,57.585827,57.585827,3642700
2018-12-10,57.718716,58.039867,56.926910,57.646732,57.646732,3453200
2018-12-11,58.305649,58.693245,57.547066,57.990032,57.990032,4062900
2018-12-12,58.803986,58.826134,58.001106,58.145073,58.145073,3993500
2018-12-13,58.250278,58.682171,57.956810,58.416389,58.416389,3793800
2018-12-14,58.084164,58.643410,58.084164,58.576965,58.576965,3928600
2018-12-17,58.471760,58.543743,58.034328,58.183830,58.183830,4587200
2018-12-18,58.416389,58.964561,58.084164,58.615726,58.615726,5734300
2018-12-19,58.693245,59.191582,57.923588,58.056477,58.056477,6052200
2018-12-20,58.189369,58.493908,56.644520,57.259136,57.259136,6084100
2018-12-21,57.297897,57.541527,55.542637,56.882614,56.882614,8413300
2018-12-24,45.127354,45.703213,41.583611,44.573643,44.573643,2079900
2018-12-26,43.870430,44.950165,43.665558,44.922482,44.922482,1570400
2018-12-27,44.601330,45.182724,43.881508,44.296787,44.296787,1919900
2018-12-28,46.000000,46.500000,44.770000,45.430000,45.430000,4501300
2018-12-31,45.500000,48.869999,45.500000,48.869999,48.869999,5818500
2019-01-02,48.230000,49.099998,46.060001,47.119999,47.119999,6108700
2019-01-03,46.560001,47.000000,44.779999,45.130001,45.130001,6902600
2019-01-04,45.660000,46.959999,44.860001,46.020000,46.020000,8906800
2019-01-07,45.930000,47.380001,45.529999,46.320000,46.320000,4925800
2019-01-08,47.139999,47.820000,46.389999,46.869999,46.869999,7286300
2019-01-09,47.070000,47.389999,46.779999,46.939999,46.939999,3299500
2019-01-10,46.939999,47.389999,44.900002,45.189999,45.189999,3563500
2019-01-11,44.950001,45.720001,44.400002,44.470001,44.470001,2699900
2019-01-14,44.070000,44.250000,42.759998,42.799999,42.799999,3665700
2019-01-15,43.049999,43.700001,42.480000,43.009998,43.009998,2828800
2019-01-16,42.799999,43.209999,42.020000,42.619999,42.619999,2457800
2019-01-17,42.709999,43.720001,42.570000,43.709999,43.709999,3542400
2019-01-18,43.779999,43.790001,43.110001,43.349998,43.349998,3256500
2019-01-22,43.880001,44.650002,43.310001,44.060001,44.060001,3144600
