Date,Open,High,Low,Close,Adj Close,Volume
2017-01-13,22.600000,22.865999,21.000000,21.139999,21.139999,49800
2017-01-17,21.340000,22.059999,21.299999,21.500000,21.500000,29900
2017-01-18,21.969999,22.478001,21.500000,22.230000,22.230000,39100
2017-01-19,22.230000,22.450001,21.020000,21.030001,21.030001,49800
2017-01-20,21.389999,21.677999,20.000000,20.000000,20.000000,61100
2017-01-23,20.000000,20.500000,17.620001,18.540001,18.540001,194400
2017-01-24,18.860001,18.952000,18.120001,18.950001,18.950001,56800
2017-01-25,19.000000,19.202999,18.198999,18.840000,18.840000,31600
2017-01-26,18.410000,18.840000,18.329000,18.580000,18.580000,43700
2017-01-27,18.570000,18.921000,18.299999,18.430000,18.430000,24000
2017-01-30,18.000000,18.341999,17.700001,17.740000,17.740000,64200
2017-01-31,17.500000,18.340000,17.500000,17.750000,17.750000,52500
2017-02-01,17.500000,18.370001,17.010000,17.219999,17.219999,36300
2017-02-02,17.219999,17.219999,15.580000,16.260000,16.260000,105800
2017-02-03,16.040001,16.250000,15.270000,15.650000,15.650000,98100
2017-02-06,15.730000,16.469999,15.670000,15.750000,15.750000,54900
2017-02-07,15.800000,15.800000,15.220000,15.220000,15.220000,52800
2017-02-08,15.250000,15.490000,14.500000,14.900000,14.900000,81400
2017-02-09,14.950000,15.185000,14.643000,14.780000,14.780000,132100
2017-02-10,14.780000,15.209000,14.500000,15.010000,15.010000,52000
2017-02-13,15.210000,16.563000,15.100000,16.430000,16.430000,91900
2017-02-14,16.459999,17.490000,16.202999,17.260000,17.260000,77700
2017-02-15,17.260000,17.520000,11.630000,15.900000,15.900000,724600
2017-02-16,16.180000,19.000000,15.500000,18.490000,18.490000,293100
2017-02-17,19.000000,19.990000,17.350000,18.070000,18.070000,173000
2017-02-21,18.129999,18.900000,17.100000,17.299999,17.299999,103100
2017-02-22,17.350000,17.709999,16.540001,17.709999,17.709999,68600
2017-02-23,17.850000,18.000000,17.020000,17.639999,17.639999,51900
2017-02-24,17.690001,18.139999,17.173000,17.900000,17.900000,43200
2017-02-27,18.030001,19.950001,18.000000,19.950001,19.950001,122100
2017-02-28,20.160000,24.000000,19.250000,23.730000,23.730000,163800
2017-03-01,23.500000,23.500000,21.500000,22.469999,22.469999,88600
2017-03-02,22.500000,23.500000,21.000000,21.540001,21.540001,80100
2017-03-03,21.690001,22.500000,21.010000,21.139999,21.139999,34800
2017-03-06,21.389999,22.340000,20.700001,21.879999,21.879999,37000
2017-03-07,22.040001,22.466000,20.700001,21.340000,21.340000,48600
2017-03-08,21.530001,22.870001,21.530001,22.430000,22.430000,56800
2017-03-09,22.820000,23.900000,21.020000,21.370001,21.370001,194600
2017-03-10,21.620001,23.367001,21.032000,21.150000,21.150000,32100
2017-03-13,22.000000,22.636000,20.879999,21.170000,21.170000,85800
2017-03-14,21.600000,22.190001,21.170000,21.340000,21.340000,53500
2017-03-15,21.500000,21.982000,20.120001,21.000000,21.000000,52000
2017-03-16,21.250000,21.525000,20.209999,20.490000,20.490000,58800
2017-03-17,20.959999,21.219999,20.250000,20.750000,20.750000,40000
2017-03-20,20.850000,21.290001,20.200001,21.240000,21.240000,29000
2017-03-21,21.240000,21.450001,19.500000,19.719999,19.719999,46800
2017-03-22,19.670000,20.020000,18.164000,18.680000,18.680000,56200
2017-03-23,18.580000,19.750000,17.799999,17.809999,17.809999,66000
2017-03-24,17.900000,18.549000,17.870001,17.879999,17.879999,48300
2017-03-27,18.500000,18.840000,18.000000,18.240000,18.240000,70400
2017-03-28,20.000000,20.799999,19.000000,20.420000,20.420000,163700
2017-03-29,21.000000,21.000000,19.379999,20.770000,20.770000,103300
2017-03-30,21.270000,21.270000,20.200001,20.719999,20.719999,53600
2017-03-31,20.799999,21.930000,20.610001,21.770000,21.770000,83800
2017-04-03,22.000000,22.219999,21.110001,21.610001,21.610001,90700
2017-04-04,21.299999,21.580000,20.291000,20.900000,20.900000,89900
2017-04-05,20.740000,21.094000,19.334999,19.850000,19.850000,62500
2017-04-06,19.799999,20.129999,19.299999,19.469999,19.469999,43400
2017-04-07,19.500000,19.920000,19.000000,19.290001,19.290001,25500
2017-04-10,19.190001,19.590000,18.570000,18.860001,18.860001,58600
2017-04-11,18.690001,19.190001,18.559999,18.900000,18.900000,31300
2017-04-12,19.000000,19.000000,18.650000,18.900000,18.900000,20500
2017-04-13,18.600000,19.459999,18.600000,19.410000,19.410000,37800
2017-04-17,19.469999,19.990000,19.030001,19.870001,19.870001,61600
2017-04-18,19.990000,20.299999,19.059999,19.170000,19.170000,45900
2017-04-19,19.049999,19.090000,17.049999,17.570000,17.570000,242400
2017-04-20,17.360001,17.799999,17.110001,17.290001,17.290001,90300
2017-04-21,17.250000,17.481001,16.820000,16.969999,16.969999,102800
2017-04-24,17.000000,17.014999,16.139999,16.580000,16.580000,91100
2017-04-25,16.990000,17.100000,16.600000,16.900000,16.900000,66500
2017-04-26,17.020000,17.020000,16.570000,16.670000,16.670000,47800
2017-04-27,17.000000,17.020000,16.570000,17.000000,17.000000,98600
2017-04-28,16.840000,17.020000,16.420000,17.020000,17.020000,49300
2017-05-01,17.000000,17.020000,16.280001,17.020000,17.020000,97900
2017-05-02,17.000000,17.080000,16.299999,16.600000,16.600000,83900
2017-05-03,16.840000,16.840000,15.510000,16.209999,16.209999,112100
2017-05-04,16.299999,16.915001,15.900000,16.700001,16.700001,67700
2017-05-05,17.000000,17.049999,16.570000,16.980000,16.980000,92800
2017-05-08,17.000000,17.000000,16.250000,16.700001,16.700001,62700
2017-05-09,16.980000,17.020000,16.737000,16.950001,16.950001,56400
2017-05-10,17.000000,17.020000,16.690001,17.020000,17.020000,53300
2017-05-11,17.020000,17.020000,16.100000,16.790001,16.790001,56400
2017-05-12,17.000000,17.020000,16.820999,17.000000,17.000000,48400
2017-05-15,17.020000,17.200001,16.841999,17.150000,17.150000,188200
2017-05-16,17.070000,17.100000,16.290001,16.520000,16.520000,159200
2017-05-17,16.400000,16.740000,15.510000,15.510000,15.510000,179200
2017-05-18,15.470000,16.190001,15.210000,15.770000,15.770000,67900
2017-05-19,15.880000,15.980000,15.490000,15.540000,15.540000,60000
2017-05-22,15.990000,15.990000,15.325000,15.550000,15.550000,59600
2017-05-23,15.990000,15.990000,15.400000,15.750000,15.750000,43400
2017-05-24,15.940000,15.940000,15.555000,15.650000,15.650000,26300
2017-05-25,15.750000,15.840000,15.140000,15.380000,15.380000,52500
2017-05-26,15.020000,15.535000,15.020000,15.040000,15.040000,60500
2017-05-30,15.040000,15.385000,13.900000,14.240000,14.240000,231900
2017-05-31,14.010000,14.200000,13.500000,13.620000,13.620000,145700
2017-06-01,13.760000,14.398000,13.540000,14.340000,14.340000,113200
2017-06-02,14.990000,14.990000,14.139000,14.240000,14.240000,72000
2017-06-05,14.530000,14.530000,13.670000,14.280000,14.280000,92100
2017-06-06,14.170000,14.712000,14.100000,14.310000,14.310000,90400
2017-06-07,14.400000,15.000000,14.100000,14.780000,14.780000,86200
2017-06-08,14.780000,15.130000,14.650000,15.000000,15.000000,80900
2017-06-09,15.130000,15.140000,14.540000,14.600000,14.600000,64800
2017-06-12,14.790000,15.143000,14.000000,14.210000,14.210000,129800
2017-06-13,14.100000,14.640000,14.020000,14.480000,14.480000,61400
2017-06-14,14.570000,14.570000,14.220000,14.250000,14.250000,37600
2017-06-15,14.200000,14.510000,14.180000,14.430000,14.430000,64900
2017-06-16,14.430000,14.830000,14.341000,14.810000,14.810000,42700
2017-06-19,15.000000,15.130000,14.750000,14.790000,14.790000,212500
2017-06-20,15.000000,15.105000,14.316000,14.880000,14.880000,84300
2017-06-21,14.880000,15.149000,14.747000,15.040000,15.040000,86800
2017-06-22,15.040000,16.280001,15.010000,16.139999,16.139999,209300
2017-06-23,16.280001,16.770000,15.754000,16.440001,16.440001,156000
2017-06-26,16.840000,17.278000,16.530001,17.250000,17.250000,209600
2017-06-27,17.650000,17.850000,17.110001,17.309999,17.309999,163100
2017-06-28,17.309999,17.840000,16.100000,17.110001,17.110001,194800
2017-06-29,17.010000,17.100000,15.560000,16.070000,16.070000,200400
2017-06-30,16.090000,16.190001,15.667000,16.020000,16.020000,49200
2017-07-03,15.970000,16.160000,15.550000,15.810000,15.810000,48700
2017-07-05,15.800000,16.469999,15.640000,16.080000,16.080000,72500
2017-07-06,16.080000,16.299999,15.650000,15.780000,15.780000,31700
2017-07-07,15.680000,15.910000,15.679000,15.880000,15.880000,35500
2017-07-10,15.990000,16.200001,15.666000,16.030001,16.030001,64700
2017-07-11,16.240000,16.700001,16.129999,16.670000,16.670000,71700
2017-07-12,16.580000,16.938999,16.250000,16.709999,16.709999,84300
2017-07-13,17.000000,17.252001,16.410000,17.070000,17.070000,213400
2017-07-14,16.820000,16.990000,16.410000,16.990000,16.990000,155800
2017-07-17,17.000000,17.290001,16.500000,17.100000,17.100000,72100
2017-07-18,17.080000,17.090000,16.350000,17.000000,17.000000,59600
2017-07-19,17.010000,17.059999,16.510000,16.889999,16.889999,71300
2017-07-20,16.780001,16.980000,16.150000,16.530001,16.530001,87500
2017-07-21,16.450001,16.910000,16.370001,16.639999,16.639999,28200
2017-07-24,16.600000,17.200001,16.534000,17.090000,17.090000,94100
2017-07-25,17.200001,17.739000,17.014999,17.490000,17.490000,113100
2017-07-26,17.500000,17.930000,17.424999,17.740000,17.740000,96300
2017-07-27,17.950001,18.370001,17.160000,17.670000,17.670000,214600
2017-07-28,17.700001,17.730000,17.010000,17.290001,17.290001,73600
2017-07-31,17.290001,17.613001,17.049999,17.490000,17.490000,77000
2017-08-01,17.500000,17.500000,16.500000,16.900000,16.900000,76300
2017-08-02,17.020000,17.190001,16.590000,16.750000,16.750000,73500
2017-08-03,16.730000,18.035000,16.730000,17.910000,17.910000,262600
2017-08-04,18.209999,18.549999,17.791000,18.400000,18.400000,174200
2017-08-07,18.980000,18.980000,18.320000,18.500000,18.500000,177300
2017-08-08,18.650000,18.990000,18.400000,18.740000,18.740000,146400
2017-08-09,18.500000,18.905001,17.120001,17.570000,17.570000,118700
2017-08-10,17.559999,18.480000,17.320000,17.799999,17.799999,132600
2017-08-11,18.459999,19.940001,18.160000,19.219999,19.219999,577900
2017-08-14,19.450001,19.990000,19.219999,19.680000,19.680000,262900
2017-08-15,19.889999,20.000000,19.090000,19.350000,19.350000,126700
2017-08-16,19.250000,19.780001,18.770000,18.860001,18.860001,142900
2017-08-17,18.610001,19.120001,18.000000,18.420000,18.420000,155800
2017-08-18,18.370001,18.680000,18.129999,18.340000,18.340000,60000
2017-08-21,18.129999,18.959999,18.101000,18.350000,18.350000,61700
2017-08-22,18.389999,18.861000,18.250000,18.370001,18.370001,129500
2017-08-23,18.570000,18.750000,18.230000,18.410000,18.410000,115600
2017-08-24,18.400000,19.618999,18.400000,19.350000,19.350000,185800
2017-08-25,19.350000,19.799999,19.090000,19.500000,19.500000,130800
2017-08-28,19.799999,20.370001,19.320000,19.690001,19.690001,566500
2017-08-29,19.600000,19.930000,19.250000,19.840000,19.840000,101000
2017-08-30,19.910000,20.917999,19.910000,20.660000,20.660000,344000
2017-08-31,20.900000,21.322001,20.170000,20.480000,20.480000,234600
2017-09-01,20.389999,20.590000,19.690001,20.559999,20.559999,127500
2017-09-05,20.490000,20.709999,19.490000,20.200001,20.200001,146800
2017-09-06,19.719999,19.950001,18.150000,18.469999,18.469999,449700
2017-09-07,18.680000,19.479000,18.590000,19.100000,19.100000,200000
2017-09-08,19.160000,19.247000,18.200001,18.740000,18.740000,128700
2017-09-11,19.090000,19.363001,18.559999,19.150000,19.150000,84800
2017-09-12,19.150000,19.299999,18.059999,18.920000,18.920000,182400
2017-09-13,18.719999,19.120001,18.549999,19.040001,19.040001,57900
2017-09-14,18.879999,19.110001,18.580000,19.100000,19.100000,148300
2017-09-15,19.000000,19.309999,18.750000,19.190001,19.190001,99400
2017-09-18,19.030001,19.274000,18.910000,19.070000,19.070000,129000
2017-09-19,19.049999,19.200001,18.530001,18.750000,18.750000,116500
2017-09-20,18.889999,19.120001,18.749001,18.920000,18.920000,116900
2017-09-21,18.799999,19.290001,18.150000,19.020000,19.020000,353500
2017-09-22,19.000000,19.063000,18.410000,18.969999,18.969999,156700
2017-09-25,19.000000,19.120001,18.620001,18.950001,18.950001,168900
2017-09-26,18.879999,18.980000,17.010000,17.020000,17.020000,471500
2017-09-27,17.230000,17.340000,16.160000,16.770000,16.770000,317800
2017-09-28,16.990000,18.059000,16.500000,17.510000,17.510000,284000
2017-09-29,17.750000,18.010000,17.299999,17.870001,17.870001,132800
2017-10-02,18.090000,18.950001,17.520000,18.389999,18.389999,413300
2017-10-03,18.750000,19.230000,17.809999,19.120001,19.120001,532500
2017-10-04,19.160000,19.469999,18.610001,19.090000,19.090000,418300
2017-10-05,19.049999,19.290001,18.350000,19.190001,19.190001,311500
2017-10-06,19.209999,19.530001,19.066999,19.299999,19.299999,315400
2017-10-09,19.450001,19.830000,19.350000,19.700001,19.700001,194400
2017-10-10,19.660000,19.660000,19.260000,19.450001,19.450001,153200
2017-10-11,19.350000,19.590000,18.610001,18.799999,18.799999,148400
2017-10-12,18.780001,19.073000,18.510000,18.719999,18.719999,160300
2017-10-13,18.700001,18.910000,17.889999,18.420000,18.420000,226000
2017-10-16,18.600000,18.870001,17.951000,18.440001,18.440001,173800
2017-10-17,18.500000,19.000000,18.090000,18.299999,18.299999,174700
2017-10-18,18.450001,18.510000,17.590000,17.790001,17.790001,201800
2017-10-19,17.549999,19.170000,17.549999,18.969999,18.969999,276600
2017-10-20,18.950001,19.430000,18.790001,19.070000,19.070000,240800
2017-10-23,19.240000,19.700001,19.100000,19.400000,19.400000,287400
2017-10-24,19.290001,19.670000,19.100000,19.290001,19.290001,123700
2017-10-25,19.290001,19.590000,18.299999,18.940001,18.940001,232500
2017-10-26,19.030001,19.090000,18.290001,18.490000,18.490000,177700
2017-10-27,18.510000,19.000000,18.370001,18.950001,18.950001,164900
2017-10-30,18.959999,19.250000,18.775000,19.010000,19.010000,190100
2017-10-31,19.170000,19.389999,19.062000,19.299999,19.299999,287600
2017-11-01,19.400000,19.514999,18.400000,18.430000,18.430000,171300
2017-11-02,18.559999,18.740000,18.010000,18.670000,18.670000,120600
2017-11-03,18.900000,19.344999,18.850000,19.049999,19.049999,258600
2017-11-06,19.219999,19.230000,18.650000,18.910000,18.910000,239500
2017-11-07,18.870001,18.870001,18.000000,18.129999,18.129999,238700
2017-11-08,18.020000,18.350000,17.530001,17.940001,17.940001,182900
2017-11-09,17.940001,17.940001,16.510000,16.950001,16.950001,355900
2017-11-10,16.950001,17.559999,16.900000,17.450001,17.450001,123400
2017-11-13,17.730000,18.010000,17.427999,17.750000,17.750000,236200
2017-11-14,17.750000,17.921000,16.700001,17.459999,17.459999,228600
2017-11-15,17.320000,17.760000,17.270000,17.660000,17.660000,126000
2017-11-16,17.860001,18.865000,17.761000,18.420000,18.420000,435300
2017-11-17,18.450001,18.700001,18.111000,18.590000,18.590000,270100
2017-11-20,18.600000,19.350000,18.600000,19.040001,19.040001,514600
2017-11-21,19.250000,19.490000,18.959999,19.090000,19.090000,331300
2017-11-22,19.250000,20.049999,19.200001,19.809999,19.809999,813700
2017-11-24,20.030001,20.379999,19.840000,20.020000,20.020000,194000
2017-11-27,20.240000,20.240000,19.193001,19.549999,19.549999,275400
2017-11-28,19.760000,19.760000,18.700001,19.209999,19.209999,245100
2017-11-29,19.420000,19.440001,18.500000,18.660000,18.660000,195100
2017-11-30,18.870001,19.200001,18.719999,18.990000,18.990000,271600
2017-12-01,19.049999,19.500000,18.500000,19.120001,19.120001,324200
2017-12-04,19.420000,19.709999,18.030001,18.260000,18.260000,421000
2017-12-05,18.299999,18.920000,18.299999,18.520000,18.520000,154500
2017-12-06,18.440001,18.780001,17.900000,18.530001,18.530001,197600
2017-12-07,18.790001,19.385000,18.549999,19.139999,19.139999,285800
2017-12-08,19.350000,19.540001,18.650000,18.879999,18.879999,272600
2017-12-11,19.320000,19.450001,17.910000,18.410000,18.410000,367300
2017-12-12,18.610001,18.990000,17.399000,17.889999,17.889999,509000
2017-12-13,17.889999,18.530001,17.740000,18.299999,18.299999,251600
2017-12-14,18.450001,19.309999,18.450001,19.049999,19.049999,452900
2017-12-15,19.000000,19.620001,18.670000,19.170000,19.170000,999300
2017-12-18,19.400000,20.000000,19.309999,19.940001,19.940001,227000
2017-12-19,20.000000,20.000000,19.056000,19.100000,19.100000,212400
2017-12-20,19.010000,19.219999,18.660000,19.010000,19.010000,193700
2017-12-21,18.940001,19.799999,18.924999,19.580000,19.580000,357400
2017-12-22,19.959999,21.280001,19.740000,21.150000,21.150000,739300
2017-12-26,21.320000,21.500000,20.650999,21.290001,21.290001,390500
2017-12-27,21.299999,21.400000,20.650000,21.090000,21.090000,426600
2017-12-28,21.260000,21.750000,20.910000,21.250000,21.250000,461900
2017-12-29,21.420000,25.000000,21.420000,23.480000,23.480000,848300
2018-01-02,24.000000,27.389999,24.000000,25.170000,25.170000,1223100
2018-01-03,24.100000,24.242001,23.010000,23.520000,23.520000,1065100
2018-01-04,23.990000,25.090000,23.549999,23.910000,23.910000,708400
2018-01-05,23.580000,28.499001,23.280001,26.809999,26.809999,3994900
2018-01-08,23.799999,26.650000,23.500000,26.070000,26.070000,1798500
2018-01-09,26.700001,26.980000,24.830000,25.490000,25.490000,642300
2018-01-10,25.459999,25.889999,25.000000,25.770000,25.770000,292400
2018-01-11,25.900000,28.969999,25.872000,28.440001,28.440001,704000
2018-01-12,29.469999,30.790001,28.240000,28.520000,28.520000,896900
2018-01-16,28.240000,28.834000,26.500000,27.180000,27.180000,732200
2018-01-17,26.930000,28.850000,26.920000,28.340000,28.340000,480900
2018-01-18,28.500000,30.698999,27.500999,30.080000,30.080000,575800
2018-01-19,30.120001,30.959999,28.809999,29.730000,29.730000,386200
2018-01-22,31.000000,34.180000,30.562000,33.750000,33.750000,805900
2018-01-23,36.340000,39.189999,34.770000,38.779999,38.779999,2302500
2018-01-24,38.889999,39.279999,35.799999,37.459999,37.459999,807300
2018-01-25,37.720001,41.570000,37.480000,40.450001,40.450001,915900
2018-01-26,41.040001,42.900002,39.450001,39.450001,39.450001,997700
2018-01-29,39.450001,44.650002,39.009998,44.389999,44.389999,1021700
2018-01-30,42.560001,45.000000,40.209999,41.700001,41.700001,1136700
2018-01-31,43.790001,43.790001,37.730000,39.279999,39.279999,1133000
2018-02-01,39.150002,39.880001,35.349998,38.480000,38.480000,1101300
2018-02-02,37.610001,37.910000,35.299999,36.910000,36.910000,748900
2018-02-05,35.799999,38.380001,35.000000,35.630001,35.630001,963000
2018-02-06,34.520000,37.299999,33.799999,36.560001,36.560001,967300
2018-02-07,37.759998,44.168999,37.180000,41.669998,41.669998,2032200
2018-02-08,42.080002,42.779999,38.520000,38.639999,38.639999,979000
2018-02-09,38.680000,39.000000,32.230000,34.880001,34.880001,2072900
2018-02-12,37.009998,38.000000,35.230000,37.369999,37.369999,877800
2018-02-13,37.189999,40.110001,36.556000,40.110001,40.110001,613400
2018-02-14,40.509998,41.590000,38.930000,40.209999,40.209999,835800
2018-02-15,41.180000,41.459999,39.323002,40.619999,40.619999,475000
2018-02-16,40.880001,42.110001,39.485001,40.009998,40.009998,612600
2018-02-20,39.900002,42.439999,39.812000,41.610001,41.610001,819600
2018-02-21,41.599998,43.439999,41.090000,41.160000,41.160000,1559900
2018-02-22,42.000000,42.349998,40.162998,41.919998,41.919998,699200
2018-02-23,42.630001,43.200001,41.279999,43.040001,43.040001,634500
2018-02-26,43.750000,49.723000,43.509998,48.340000,48.340000,1893200
2018-02-27,48.549999,51.000000,45.759998,46.290001,46.290001,1563100
2018-02-28,47.160000,49.220001,47.105000,48.459999,48.459999,1031400
2018-03-01,48.400002,48.599998,45.669998,46.540001,46.540001,874900
2018-03-02,45.000000,51.000000,43.599998,50.020000,50.020000,1113300
2018-03-05,50.509998,51.599998,48.750000,49.400002,49.400002,867400
2018-03-06,49.520000,50.470001,48.270000,48.930000,48.930000,614600
2018-03-07,48.020000,52.950001,48.009998,51.490002,51.490002,1514000
2018-03-08,53.070000,54.889999,52.529999,53.700001,53.700001,1059300
2018-03-09,55.689999,61.240002,55.650002,56.720001,56.720001,2452700
2018-03-12,58.610001,60.515999,54.060001,56.799999,56.799999,1472300
2018-03-13,56.709999,56.840000,53.099998,56.509998,56.509998,1455300
2018-03-14,57.099998,58.500000,53.259998,58.169998,58.169998,1569100
2018-03-15,58.500000,58.950001,48.521000,52.599998,52.599998,2773800
2018-03-16,53.980000,54.849998,51.669998,51.770000,51.770000,1111300
2018-03-19,51.000000,52.500000,50.029999,51.520000,51.520000,834600
2018-03-20,51.150002,53.759998,50.640999,52.560001,52.560001,912100
2018-03-21,53.090000,53.400002,51.220001,52.160000,52.160000,671000
2018-03-22,50.880001,53.740002,50.518002,52.099998,52.099998,800700
2018-03-23,51.560001,53.970001,50.810001,52.959999,52.959999,745700
2018-03-26,55.000000,55.980000,49.509998,52.270000,52.270000,1049600
2018-03-27,52.779999,52.779999,44.000000,44.674999,44.674999,1578300
2018-03-28,45.000000,45.810001,40.540001,44.860001,44.860001,1602200
2018-03-29,45.680000,47.029999,44.306999,45.709999,45.709999,975700
2018-04-02,45.450001,46.007999,41.549999,43.270000,43.270000,855000
2018-04-03,43.730000,44.540001,41.169998,42.619999,42.619999,654100
2018-04-04,40.430000,44.439999,40.250000,44.150002,44.150002,705900
2018-04-05,45.099998,45.729000,41.761002,42.669998,42.669998,629200
2018-04-06,45.040001,49.320000,42.549999,43.270000,43.270000,2772600
2018-04-09,45.060001,47.000000,44.310001,44.860001,44.860001,1311600
2018-04-10,45.720001,50.000000,45.290001,49.270000,49.270000,1337500
2018-04-11,48.529999,54.419998,48.529999,49.810001,49.810001,1994100
2018-04-12,50.840000,52.860001,50.500000,52.560001,52.560001,1013800
2018-04-13,53.759998,53.974998,50.259998,51.770000,51.770000,843000
2018-04-16,53.250000,54.480000,50.881001,51.180000,51.180000,1055200
2018-04-17,52.029999,53.040001,50.049999,52.730000,52.730000,1030700
2018-04-18,52.509998,53.480000,51.750000,53.220001,53.220001,688000
2018-04-19,52.880001,58.750000,52.880001,57.419998,57.419998,2133900
2018-04-20,57.419998,58.860001,53.700001,54.070000,54.070000,1296500
2018-04-23,54.000000,54.450001,48.500000,49.599998,49.599998,2373000
2018-04-24,50.000000,51.723999,46.349998,47.270000,47.270000,1290700
2018-04-25,47.380001,48.549000,45.110001,47.779999,47.779999,845800
2018-04-26,48.779999,50.529999,47.521999,50.070000,50.070000,1384800
2018-04-27,50.000000,50.206001,46.900002,48.910000,48.910000,1028200
2018-04-30,50.000000,50.639000,46.549999,46.860001,46.860001,1417900
2018-05-01,46.970001,48.220001,46.099998,47.410000,47.410000,874000
2018-05-02,47.430000,49.230000,47.150002,48.520000,48.520000,955100
2018-05-03,48.389999,48.990002,47.570000,47.770000,47.770000,785900
2018-05-04,47.830002,49.450001,47.826000,49.090000,49.090000,555300
2018-05-07,49.560001,52.500000,49.560001,51.720001,51.720001,1270000
2018-05-08,51.450001,52.160000,46.509998,51.970001,51.970001,1961200
2018-05-09,52.000000,52.680000,50.050999,51.500000,51.500000,913200
2018-05-10,51.250000,53.450001,50.672001,52.119999,52.119999,843300
2018-05-11,52.000000,54.099998,51.450001,52.730000,52.730000,942800
2018-05-14,53.330002,57.400002,52.000000,56.779999,56.779999,2632200
2018-05-15,56.500000,59.912998,54.080002,57.750000,57.750000,2269400
2018-05-16,58.669998,59.029999,56.380001,57.650002,57.650002,1232500
2018-05-17,57.689999,65.989998,57.200001,65.400002,65.400002,3806800
