Date,Open,High,Low,Close,Adj Close,Volume
2016-06-22,46.770000,47.480000,46.270000,46.570000,46.570000,220700
2016-06-23,46.770000,47.570000,46.650002,47.419998,47.419998,162100
2016-06-24,46.029999,46.889999,45.750000,45.990002,45.990002,709800
2016-06-27,45.750000,45.750000,44.349998,44.650002,44.650002,341300
2016-06-28,44.880001,45.389999,44.459999,44.520000,44.520000,192000
2016-06-29,44.740002,46.290001,44.599998,46.150002,46.150002,212300
2016-06-30,46.180000,46.750000,46.060001,46.610001,46.610001,163900
2016-07-01,46.630001,47.040001,46.500000,46.669998,46.669998,103400
2016-07-05,46.630001,46.730000,46.160000,46.470001,46.470001,153000
2016-07-06,46.360001,47.060001,46.090000,46.919998,46.919998,168600
2016-07-07,46.840000,47.299999,46.840000,47.209999,47.209999,110900
2016-07-08,47.470001,48.880001,47.470001,48.849998,48.849998,292200
2016-07-11,48.869999,49.299999,47.869999,49.189999,49.189999,269800
2016-07-12,49.299999,49.959999,48.480000,49.730000,49.730000,217400
2016-07-13,49.950001,50.000000,49.450001,49.980000,49.980000,244400
2016-07-14,50.000000,50.349998,49.689999,49.950001,49.950001,314700
2016-07-15,50.099998,50.150002,49.380001,49.730000,49.730000,289900
2016-07-18,49.970001,50.590000,49.090000,50.500000,50.500000,233200
2016-07-19,50.220001,50.549999,50.009998,50.500000,50.500000,150000
2016-07-20,49.610001,50.919998,49.419998,50.529999,50.529999,249500
2016-07-21,50.160000,50.709999,50.150002,50.240002,50.240002,259800
2016-07-22,50.459999,51.000000,50.150002,50.880001,50.880001,188500
2016-07-25,50.970001,50.970001,50.230000,50.299999,50.299999,166000
2016-07-26,50.470001,50.970001,49.880001,49.900002,49.900002,232400
2016-07-27,50.000000,50.500000,49.040001,49.430000,49.430000,240100
2016-07-28,51.430000,54.599998,50.529999,53.180000,53.180000,976000
2016-07-29,53.180000,53.509998,52.830002,53.189999,53.189999,499400
2016-08-01,52.910000,52.950001,51.820000,52.209999,52.209999,499100
2016-08-02,51.959999,52.320000,51.689999,51.880001,51.880001,351200
2016-08-03,51.889999,52.250000,51.259998,52.110001,52.110001,348600
2016-08-04,52.070000,52.610001,51.549999,52.459999,52.459999,746600
2016-08-05,52.509998,53.009998,50.599998,51.849998,51.849998,322100
2016-08-08,51.849998,52.110001,51.480000,51.639999,51.639999,219400
2016-08-09,51.619999,51.639999,50.910000,51.230000,51.230000,394900
2016-08-10,51.299999,51.799999,50.759998,51.080002,51.080002,224600
2016-08-11,51.000000,51.930000,50.990002,51.549999,51.549999,419400
2016-08-12,51.570000,51.639999,50.869999,51.009998,51.009998,169000
2016-08-15,51.099998,51.430000,50.889999,50.990002,50.990002,161400
2016-08-16,50.810001,50.869999,50.180000,50.349998,50.349998,169400
2016-08-17,50.020000,50.340000,49.619999,50.080002,50.080002,262600
2016-08-18,50.110001,50.570000,49.990002,50.450001,50.450001,208900
2016-08-19,50.060001,50.389999,49.740002,50.000000,50.000000,210500
2016-08-22,49.900002,50.009998,49.490002,49.759998,49.759998,172500
2016-08-23,49.790001,50.380001,49.759998,49.939999,49.939999,214300
2016-08-24,49.990002,50.110001,49.490002,49.750000,49.750000,143000
2016-08-25,49.750000,49.950001,49.509998,49.669998,49.669998,160900
2016-08-26,49.680000,50.189999,49.320000,49.779999,49.779999,217100
2016-08-29,49.869999,50.040001,49.669998,49.889999,49.889999,153600
2016-08-30,49.820000,50.070000,49.470001,49.720001,49.720001,148000
2016-08-31,49.790001,50.360001,49.580002,50.220001,50.220001,264300
2016-09-01,50.189999,50.689999,49.250000,50.040001,50.040001,468600
2016-09-02,50.250000,50.410000,49.740002,50.009998,50.009998,130200
2016-09-06,49.970001,50.310001,49.619999,50.200001,50.200001,221300
2016-09-07,50.259998,51.029999,50.119999,50.939999,50.939999,338500
2016-09-08,51.000000,51.040001,50.009998,50.160000,50.160000,274600
2016-09-09,49.900002,50.369999,49.430000,49.849998,49.849998,355300
2016-09-12,49.840000,51.060001,49.330002,51.020000,51.020000,427700
2016-09-13,50.930000,51.360001,50.369999,51.029999,51.029999,299800
2016-09-14,51.290001,51.410000,50.419998,50.740002,50.740002,356700
2016-09-15,50.880001,51.410000,50.270000,51.380001,51.380001,318600
2016-09-16,51.310001,51.310001,50.450001,50.700001,50.700001,450700
2016-09-19,50.610001,51.000000,50.320000,50.540001,50.540001,263600
2016-09-20,50.580002,50.810001,50.009998,50.480000,50.480000,286000
2016-09-21,50.500000,50.869999,43.610001,44.200001,44.200001,5256400
2016-09-22,44.950001,45.680000,42.970001,44.950001,44.950001,2319300
2016-09-23,45.090000,45.730000,44.490002,44.669998,44.669998,820200
2016-09-26,44.430000,44.430000,43.380001,44.110001,44.110001,600500
2016-09-27,44.259998,44.830002,43.990002,44.160000,44.160000,400300
2016-09-28,44.299999,44.750000,44.080002,44.720001,44.720001,282200
2016-09-29,44.849998,45.369999,44.110001,44.400002,44.400002,475700
2016-09-30,44.520000,45.060001,44.340000,44.639999,44.639999,296600
2016-10-03,44.750000,45.650002,44.750000,45.630001,45.630001,419600
2016-10-04,45.709999,46.000000,45.150002,45.980000,45.980000,519200
2016-10-05,46.000000,46.470001,45.509998,46.330002,46.330002,456500
2016-10-06,46.189999,46.279999,45.820000,46.110001,46.110001,352800
2016-10-07,46.189999,46.580002,45.730000,45.759998,45.759998,357800
2016-10-10,45.880001,46.419998,45.310001,45.980000,45.980000,222800
2016-10-11,46.009998,46.099998,44.950001,45.240002,45.240002,279200
2016-10-12,45.419998,45.730000,44.980000,45.130001,45.130001,208500
2016-10-13,45.000000,45.580002,44.230000,44.270000,44.270000,547700
2016-10-14,44.369999,44.849998,43.939999,44.080002,44.080002,502300
2016-10-17,44.160000,44.470001,43.680000,43.840000,43.840000,398600
2016-10-18,44.000000,44.349998,43.599998,43.869999,43.869999,664500
2016-10-19,43.599998,44.049999,43.090000,43.779999,43.779999,606900
2016-10-20,43.560001,43.880001,42.400002,43.180000,43.180000,860700
2016-10-21,43.000000,43.270000,42.490002,43.200001,43.200001,550100
2016-10-24,43.279999,43.310001,42.419998,42.689999,42.689999,535200
2016-10-25,42.830002,43.540001,42.410000,42.450001,42.450001,1852300
2016-10-26,42.099998,42.549999,41.910000,42.070000,42.070000,1380300
2016-10-27,45.490002,47.639999,45.380001,47.209999,47.209999,2689800
2016-10-28,46.900002,48.270000,46.560001,47.930000,47.930000,1066500
2016-10-31,47.860001,49.020000,47.669998,49.000000,49.000000,705300
2016-11-01,48.990002,49.090000,48.470001,48.639999,48.639999,616700
2016-11-02,48.520000,49.029999,47.430000,47.480000,47.480000,533000
2016-11-03,47.720001,47.910000,47.009998,47.060001,47.060001,516800
2016-11-04,47.389999,47.750000,47.020000,47.110001,47.110001,378400
2016-11-07,47.599998,48.169998,47.509998,47.990002,47.990002,507100
2016-11-08,47.799999,48.759998,47.799999,48.110001,48.110001,310900
2016-11-09,47.590000,49.639999,47.590000,49.580002,49.580002,547700
2016-11-10,49.849998,50.419998,48.540001,49.230000,49.230000,410900
2016-11-11,49.200001,50.049999,48.669998,49.990002,49.990002,487000
2016-11-14,50.200001,50.610001,49.509998,49.980000,49.980000,422600
2016-11-15,50.099998,50.459999,48.980000,49.660000,49.660000,334300
2016-11-16,49.259998,50.330002,49.029999,49.669998,49.669998,274500
2016-11-17,49.959999,50.750000,49.709999,50.340000,50.340000,300300
2016-11-18,49.970001,50.549999,49.970001,50.250000,50.250000,242000
2016-11-21,50.150002,50.980000,50.150002,50.980000,50.980000,315500
2016-11-22,50.980000,51.700001,50.930000,51.630001,51.630001,487800
2016-11-23,51.360001,51.689999,50.779999,51.669998,51.669998,177400
2016-11-25,51.490002,51.779999,51.340000,51.580002,51.580002,88900
2016-11-28,51.459999,51.459999,50.279999,50.570000,50.570000,314700
2016-11-29,50.779999,51.000000,50.270000,50.680000,50.680000,226100
2016-11-30,51.160000,51.349998,50.650002,50.669998,50.669998,332500
2016-12-01,50.820000,51.340000,50.049999,50.430000,50.430000,526000
2016-12-02,50.270000,50.930000,49.910000,50.830002,50.830002,299300
2016-12-05,51.160000,51.680000,51.000000,51.279999,51.279999,298200
2016-12-06,51.580002,51.889999,51.049999,51.529999,51.529999,300600
2016-12-07,51.360001,52.000000,51.240002,51.970001,51.970001,280600
2016-12-08,52.130001,52.700001,51.860001,52.490002,52.490002,296800
2016-12-09,52.380001,53.150002,51.860001,52.639999,52.639999,413000
2016-12-12,52.610001,52.639999,51.360001,51.419998,51.419998,392300
2016-12-13,51.650002,51.820000,51.040001,51.139999,51.139999,483000
2016-12-14,51.200001,52.080002,51.200001,51.520000,51.520000,287100
2016-12-15,51.709999,51.759998,50.779999,50.939999,50.939999,292600
2016-12-16,51.200001,51.240002,50.209999,50.419998,50.419998,500800
2016-12-19,50.290001,51.000000,49.889999,50.220001,50.220001,438700
2016-12-20,50.180000,50.860001,49.900002,50.840000,50.840000,241700
2016-12-21,50.639999,51.439999,50.610001,51.139999,51.139999,195600
2016-12-22,51.009998,51.110001,49.799999,50.060001,50.060001,250700
2016-12-23,49.950001,50.169998,49.459999,49.759998,49.759998,239700
2016-12-27,49.770000,50.820000,49.770000,50.419998,50.419998,195000
2016-12-28,50.470001,50.470001,49.490002,49.730000,49.730000,193100
2016-12-29,49.750000,49.869999,48.919998,49.619999,49.619999,286900
2016-12-30,49.680000,50.209999,49.270000,50.180000,50.180000,368800
2017-01-03,50.630001,50.869999,48.880001,49.119999,49.119999,510700
2017-01-04,49.360001,50.369999,48.889999,50.029999,50.029999,464100
2017-01-05,50.189999,50.540001,49.869999,50.150002,50.150002,510300
2017-01-06,50.169998,51.000000,49.959999,50.290001,50.290001,424600
2017-01-09,50.230000,51.000000,50.180000,50.580002,50.580002,272100
2017-01-10,50.419998,52.200001,50.419998,51.980000,51.980000,500400
2017-01-11,52.110001,52.560001,51.730000,52.290001,52.290001,298700
2017-01-12,52.320000,52.759998,51.540001,52.509998,52.509998,256400
2017-01-13,52.709999,52.939999,52.389999,52.840000,52.840000,176900
2017-01-17,52.720001,53.990002,52.709999,53.330002,53.330002,442700
2017-01-18,53.549999,53.549999,52.990002,53.490002,53.490002,361800
2017-01-19,53.270000,53.639999,52.810001,52.919998,52.919998,329500
2017-01-20,52.830002,53.099998,52.259998,52.330002,52.330002,284700
2017-01-23,52.459999,52.740002,51.799999,52.119999,52.119999,219100
2017-01-24,52.160000,52.720001,51.900002,52.400002,52.400002,320800
2017-01-25,52.830002,53.520000,52.549999,52.790001,52.790001,251800
2017-01-26,52.520000,53.410000,52.520000,52.750000,52.750000,253200
2017-01-27,52.660000,52.919998,52.340000,52.590000,52.590000,200800
2017-01-30,52.560001,52.560001,51.360001,51.560001,51.560001,585200
2017-01-31,51.450001,51.700001,51.080002,51.330002,51.330002,921500
2017-02-01,51.500000,52.070000,51.130001,51.770000,51.770000,1299700
2017-02-02,42.310001,44.340000,42.090000,43.700001,43.700001,5114000
2017-02-03,43.740002,44.360001,43.410000,44.090000,44.090000,1960200
2017-02-06,44.169998,44.259998,42.950001,43.040001,43.040001,999800
2017-02-07,43.070000,43.290001,42.450001,42.910000,42.910000,775700
2017-02-08,42.820000,43.200001,42.450001,43.130001,43.130001,728700
2017-02-09,43.689999,44.480000,43.200001,43.320000,43.320000,827300
2017-02-10,43.540001,44.310001,43.509998,43.820000,43.820000,707800
2017-02-13,43.790001,44.259998,43.619999,44.160000,44.160000,480300
2017-02-14,44.070000,44.869999,44.060001,44.750000,44.750000,654500
2017-02-15,44.730000,46.070000,44.549999,45.730000,45.730000,966900
2017-02-16,47.610001,48.060001,46.860001,47.400002,47.400002,2784300
2017-02-17,47.020000,48.200001,47.020000,48.060001,48.060001,5739600
2017-02-21,48.060001,48.169998,47.080002,47.180000,47.180000,1314600
2017-02-22,46.970001,47.580002,46.529999,47.200001,47.200001,803700
2017-02-23,46.650002,47.130001,46.549999,46.740002,46.740002,651200
2017-02-24,46.509998,46.740002,45.900002,45.950001,45.950001,825800
2017-02-27,45.810001,45.900002,45.270000,45.680000,45.680000,710800
2017-02-28,45.349998,45.810001,45.049999,45.380001,45.380001,782800
2017-03-01,45.910000,46.029999,45.060001,45.810001,45.810001,561000
2017-03-02,45.779999,46.529999,45.619999,46.259998,46.259998,391400
2017-03-03,46.130001,46.520000,45.880001,46.419998,46.419998,425100
2017-03-06,46.169998,46.509998,45.910000,46.200001,46.200001,535800
2017-03-07,46.080002,46.369999,45.450001,46.130001,46.130001,580000
2017-03-08,46.299999,46.639999,46.060001,46.290001,46.290001,523200
2017-03-09,46.259998,46.669998,45.930000,46.630001,46.630001,524100
2017-03-10,46.750000,46.990002,46.310001,46.599998,46.599998,386700
2017-03-13,46.590000,47.310001,46.580002,46.830002,46.830002,360000
2017-03-14,46.840000,46.900002,46.369999,46.750000,46.750000,215100
2017-03-15,46.790001,47.320000,46.549999,47.160000,47.160000,296700
2017-03-16,47.040001,47.360001,46.810001,47.160000,47.160000,603500
2017-03-17,47.020000,47.410000,46.730000,47.320000,47.320000,682200
2017-03-20,47.209999,47.470001,46.660000,47.139999,47.139999,517200
2017-03-21,46.919998,47.240002,46.400002,46.570000,46.570000,678100
2017-03-22,46.290001,46.500000,45.660000,46.240002,46.240002,718100
2017-03-23,46.259998,47.029999,46.040001,46.939999,46.939999,391600
2017-03-24,46.980000,47.209999,46.389999,46.740002,46.740002,405400
2017-03-27,46.299999,46.709999,45.869999,46.639999,46.639999,340600
2017-03-28,46.700001,47.029999,46.320000,46.770000,46.770000,358300
2017-03-29,46.750000,47.799999,46.639999,47.619999,47.619999,222700
2017-03-30,47.750000,47.840000,47.349998,47.669998,47.669998,272900
2017-03-31,47.759998,48.400002,47.480000,48.290001,48.290001,485200
2017-04-03,48.290001,48.360001,47.700001,47.869999,47.869999,270900
2017-04-04,47.830002,48.250000,47.790001,47.889999,47.889999,237700
2017-04-05,48.070000,48.720001,47.459999,47.490002,47.490002,453100
2017-04-06,47.580002,48.099998,47.320000,48.000000,48.000000,315000
2017-04-07,47.880001,48.400002,46.970001,48.349998,48.349998,301500
2017-04-10,48.340000,49.139999,48.340000,48.930000,48.930000,331400
2017-04-11,48.970001,49.459999,48.939999,49.330002,49.330002,384600
2017-04-12,49.340000,49.750000,48.869999,48.970001,48.970001,394700
2017-04-13,48.840000,49.220001,48.439999,48.509998,48.509998,210900
2017-04-17,48.599998,48.830002,48.439999,48.759998,48.759998,272800
2017-04-18,48.650002,49.299999,48.490002,49.080002,49.080002,452900
2017-04-19,49.070000,50.500000,49.070000,50.419998,50.419998,803800
2017-04-20,50.740002,51.110001,50.119999,50.910000,50.910000,747900
2017-04-21,50.900002,51.610001,50.900002,51.500000,51.500000,774900
2017-04-24,51.869999,51.990002,51.209999,51.279999,51.279999,610500
2017-04-25,51.470001,51.770000,51.150002,51.459999,51.459999,905100
2017-04-26,52.000000,52.610001,50.400002,50.930000,50.930000,1389900
2017-04-27,50.950001,51.959999,50.650002,51.689999,51.689999,456700
2017-04-28,51.820000,52.119999,51.459999,51.900002,51.900002,478700
2017-05-01,51.889999,52.560001,51.740002,51.970001,51.970001,398200
2017-05-02,51.990002,52.400002,51.700001,52.189999,52.189999,400900
2017-05-03,52.139999,52.200001,51.779999,52.070000,52.070000,296200
2017-05-04,51.980000,52.570000,51.980000,52.209999,52.209999,242300
2017-05-05,52.290001,52.639999,52.209999,52.580002,52.580002,311500
2017-05-08,52.500000,52.619999,52.049999,52.320000,52.320000,423600
2017-05-09,52.540001,53.330002,52.049999,53.209999,53.209999,547800
2017-05-10,53.189999,53.709999,53.020000,53.139999,53.139999,316700
2017-05-11,52.900002,52.900002,51.759998,51.820000,51.820000,624400
2017-05-12,51.790001,51.980000,51.470001,51.560001,51.560001,463900
2017-05-15,51.590000,52.459999,51.590000,51.840000,51.840000,296300
2017-05-16,50.020000,50.919998,49.330002,49.799999,49.799999,941100
2017-05-17,48.750000,49.700001,48.070000,48.139999,48.139999,974200
2017-05-18,48.299999,50.369999,48.150002,50.230000,50.230000,798700
2017-05-19,50.160000,50.439999,49.689999,49.849998,49.849998,476900
2017-05-22,49.860001,50.549999,49.860001,50.500000,50.500000,354100
2017-05-23,50.540001,50.540001,50.009998,50.270000,50.270000,237500
2017-05-24,50.290001,50.849998,50.029999,50.759998,50.759998,359000
2017-05-25,50.950001,51.160000,50.470001,50.490002,50.490002,327100
2017-05-26,50.470001,50.720001,50.250000,50.490002,50.490002,217500
2017-05-30,50.439999,50.840000,49.669998,49.680000,49.680000,285200
2017-05-31,49.740002,49.799999,48.680000,49.490002,49.490002,390500
2017-06-01,49.150002,50.750000,49.150002,50.630001,50.630001,541300
2017-06-02,50.840000,51.110001,50.590000,50.619999,50.619999,694200
2017-06-05,50.590000,51.389999,50.250000,51.349998,51.349998,692400
2017-06-06,51.029999,51.029999,49.840000,49.990002,49.990002,466200
2017-06-07,50.080002,50.080002,48.880001,48.910000,48.910000,518100
2017-06-08,48.919998,49.080002,48.470001,48.639999,48.639999,472100
2017-06-09,48.830002,48.959999,47.689999,48.349998,48.349998,564400
2017-06-12,48.169998,48.730000,47.639999,48.369999,48.369999,355400
2017-06-13,48.430000,48.830002,48.270000,48.419998,48.419998,383700
2017-06-14,48.389999,48.889999,47.959999,48.419998,48.419998,345700
2017-06-15,48.189999,48.730000,47.919998,48.610001,48.610001,394400
2017-06-16,48.500000,48.959999,47.830002,48.549999,48.549999,454400
2017-06-19,48.549999,48.900002,48.240002,48.709999,48.709999,399700
2017-06-20,48.660000,48.830002,48.099998,48.130001,48.130001,401800
2017-06-21,48.139999,48.490002,48.040001,48.250000,48.250000,312600
2017-06-22,48.349998,48.450001,47.740002,47.790001,47.790001,444100
2017-06-23,47.790001,48.200001,47.490002,47.970001,47.970001,552900
2017-06-26,48.070000,48.070000,47.130001,47.200001,47.200001,322600
2017-06-27,47.090000,47.290001,46.570000,46.619999,46.619999,384600
2017-06-28,46.820000,47.580002,46.500000,47.380001,47.380001,325000
2017-06-29,47.410000,47.770000,47.000000,47.680000,47.680000,492000
2017-06-30,47.779999,47.840000,47.250000,47.500000,47.500000,460400
2017-07-03,47.500000,47.910000,47.020000,47.380001,47.380001,317100
2017-07-05,47.340000,47.970001,47.000000,47.790001,47.790001,346300
2017-07-06,47.660000,47.669998,46.900002,46.939999,46.939999,324800
2017-07-07,47.150002,47.740002,47.029999,47.049999,47.049999,358300
2017-07-10,46.930000,47.049999,46.619999,46.669998,46.669998,489200
2017-07-11,46.740002,46.799999,45.759998,45.770000,45.770000,657500
2017-07-12,46.070000,46.470001,45.270000,45.959999,45.959999,575000
2017-07-13,45.950001,46.950001,45.590000,46.720001,46.720001,966900
2017-07-14,46.779999,47.220001,46.529999,46.980000,46.980000,608700
2017-07-17,47.000000,48.389999,46.980000,48.310001,48.310001,765500
2017-07-18,48.220001,48.459999,47.910000,48.270000,48.270000,343600
2017-07-19,48.200001,48.689999,48.139999,48.549999,48.549999,284300
2017-07-20,48.689999,48.689999,47.849998,47.849998,47.849998,215000
2017-07-21,48.099998,48.139999,47.450001,47.599998,47.599998,428500
2017-07-24,47.599998,47.599998,46.660000,46.830002,46.830002,748300
2017-07-25,47.080002,48.349998,46.500000,48.119999,48.119999,1511500
2017-07-26,46.810001,50.720001,46.810001,50.549999,50.549999,1565800
2017-07-27,50.939999,50.939999,48.689999,49.259998,49.259998,1129900
2017-07-28,49.040001,49.389999,48.529999,48.549999,48.549999,611800
2017-07-31,48.549999,49.160000,48.029999,49.040001,49.040001,498700
2017-08-01,49.230000,49.320000,48.490002,49.160000,49.160000,468200
2017-08-02,49.080002,49.490002,47.840000,47.849998,47.849998,514100
2017-08-03,47.889999,48.290001,47.540001,47.590000,47.590000,411900
2017-08-04,47.660000,48.419998,47.500000,47.730000,47.730000,469100
2017-08-07,47.740002,47.930000,47.240002,47.619999,47.619999,446000
2017-08-08,47.580002,47.820000,46.930000,46.990002,46.990002,480400
2017-08-09,46.660000,46.880001,46.020000,46.570000,46.570000,450600
2017-08-10,46.419998,46.669998,45.619999,45.830002,45.830002,464200
2017-08-11,45.910000,46.259998,45.599998,45.889999,45.889999,436200
2017-08-14,46.130001,46.619999,46.130001,46.610001,46.610001,428100
2017-08-15,46.549999,46.750000,46.070000,46.180000,46.180000,338700
2017-08-16,46.900002,47.020000,46.419998,46.680000,46.680000,286000
2017-08-17,46.349998,46.700001,45.639999,45.639999,45.639999,337700
2017-08-18,45.330002,45.720001,44.980000,44.990002,44.990002,407800
2017-08-21,44.830002,45.200001,44.290001,44.599998,44.599998,376500
2017-08-22,44.830002,44.880001,44.529999,44.799999,44.799999,244300
2017-08-23,44.639999,45.770000,44.310001,44.790001,44.790001,177700
2017-08-24,44.900002,45.230000,44.790001,45.029999,45.029999,187500
2017-08-25,45.250000,45.250000,44.680000,44.939999,44.939999,263100
2017-08-28,45.009998,45.169998,44.790001,44.990002,44.990002,328600
2017-08-29,44.720001,45.060001,44.509998,44.959999,44.959999,312400
2017-08-30,44.950001,45.250000,44.849998,44.950001,44.950001,312800
2017-08-31,45.009998,45.639999,45.009998,45.580002,45.580002,355900
2017-09-01,45.610001,45.730000,45.009998,45.070000,45.070000,297000
2017-09-05,45.049999,45.330002,44.180000,44.400002,44.400002,623400
2017-09-06,44.529999,45.820000,44.330002,45.660000,45.660000,842200
2017-09-07,45.669998,47.209999,45.540001,47.150002,47.150002,679700
2017-09-08,46.860001,47.840000,46.860001,47.099998,47.099998,492300
2017-09-11,47.340000,47.770000,47.000000,47.500000,47.500000,378900
2017-09-12,47.619999,48.180000,47.380001,47.560001,47.560001,401600
2017-09-13,47.549999,47.799999,47.360001,47.720001,47.720001,250900
2017-09-14,47.730000,48.150002,47.490002,48.080002,48.080002,302200
2017-09-15,48.169998,48.389999,47.810001,48.320000,48.320000,554700
2017-09-18,48.299999,48.820000,47.529999,48.470001,48.470001,291500
2017-09-19,48.259998,48.799999,47.759998,48.750000,48.750000,285800
2017-09-20,48.529999,48.880001,48.250000,48.730000,48.730000,449600
2017-09-21,48.810001,48.869999,47.779999,47.840000,47.840000,250500
2017-09-22,47.869999,48.099998,47.369999,47.450001,47.450001,470100
2017-09-25,47.430000,47.860001,47.000000,47.669998,47.669998,447700
2017-09-26,48.189999,49.169998,47.169998,48.650002,48.650002,799500
2017-09-27,48.730000,49.090000,47.910000,48.250000,48.250000,366300
2017-09-28,48.180000,48.549999,48.110001,48.520000,48.520000,234300
2017-09-29,48.500000,48.750000,48.320000,48.480000,48.480000,588900
2017-10-02,48.529999,49.169998,48.529999,49.150002,49.150002,307300
2017-10-03,49.270000,49.439999,48.889999,49.250000,49.250000,346900
2017-10-04,49.400002,49.709999,49.009998,49.180000,49.180000,296600
2017-10-05,49.320000,49.320000,48.669998,48.730000,48.730000,291100
2017-10-06,48.470001,49.169998,48.369999,48.700001,48.700001,227200
2017-10-09,48.689999,49.070000,48.520000,48.660000,48.660000,278900
2017-10-10,48.919998,49.040001,48.220001,48.660000,48.660000,239200
2017-10-11,48.279999,48.639999,48.099998,48.259998,48.259998,336300
2017-10-12,48.209999,48.660000,47.750000,48.400002,48.400002,334400
2017-10-13,48.250000,48.799999,48.070000,48.590000,48.590000,464000
2017-10-16,48.639999,48.980000,48.040001,48.509998,48.509998,265400
2017-10-17,48.270000,48.970001,48.250000,48.740002,48.740002,540400
2017-10-18,48.560001,49.599998,48.560001,49.380001,49.380001,737100
2017-10-19,49.180000,49.380001,48.500000,48.689999,48.689999,706800
2017-10-20,49.049999,49.310001,48.410000,48.700001,48.700001,1120200
2017-10-23,48.939999,49.459999,48.840000,49.250000,49.250000,621200
2017-10-24,49.410000,49.750000,48.770000,48.830002,48.830002,1012700
2017-10-25,46.990002,47.250000,44.189999,44.200001,44.200001,2593500
2017-10-26,44.209999,44.770000,42.360001,42.430000,42.430000,2324700
2017-10-27,42.500000,42.700001,41.310001,41.860001,41.860001,2211000
2017-10-30,41.500000,42.689999,41.419998,42.070000,42.070000,1080300
2017-10-31,42.189999,42.900002,41.799999,42.700001,42.700001,936200
2017-11-01,43.020000,43.430000,41.599998,41.970001,41.970001,796800
2017-11-02,41.830002,41.950001,41.369999,41.490002,41.490002,669400
2017-11-03,41.310001,41.939999,40.470001,41.029999,41.029999,1351500
2017-11-06,40.970001,41.209999,40.220001,40.259998,40.259998,996700
2017-11-07,40.380001,41.259998,39.759998,40.860001,40.860001,1067100
2017-11-08,40.619999,40.840000,40.029999,40.590000,40.590000,578800
2017-11-09,40.410000,40.529999,39.919998,40.299999,40.299999,405500
2017-11-10,40.310001,40.849998,40.049999,40.500000,40.500000,451700
2017-11-13,40.450001,40.730000,40.189999,40.270000,40.270000,400400
2017-11-14,40.240002,40.410000,40.080002,40.320000,40.320000,293800
2017-11-15,40.220001,40.889999,40.220001,40.680000,40.680000,498700
2017-11-16,40.779999,40.959999,40.500000,40.630001,40.630001,479700
2017-11-17,40.540001,40.980000,40.540001,40.779999,40.779999,370800
2017-11-20,40.700001,41.279999,40.549999,41.119999,41.119999,405700
2017-11-21,40.990002,42.230000,40.930000,42.150002,42.150002,389200
